Property;InducedDomain;InducedRange;Confidence;T;GoldStandardDomain;GoldStandardRange;DomainSame;DomainMoreSpecific;DomainLessSpecific;RangeSame;RangeMoreSpecific;RangeLessSpecific
militaryUnit;Person;Agent;10000;0.4;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;Person;Organisation;10000;0.4;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;Agent;Organisation;10000;0.4;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;MilitaryPerson;Agent;10000;0.4;MilitaryPerson;MilitaryUnit;1;0;0;0;0;1
militaryUnit;Agent;MilitaryUnit;10000;0.4;MilitaryPerson;MilitaryUnit;0;0;1;1;0;0
militaryUnit;Person;MilitaryUnit;10000;0.4;MilitaryPerson;MilitaryUnit;0;0;1;1;0;0
militaryUnit;MilitaryPerson;MilitaryUnit;10000;0.4;MilitaryPerson;MilitaryUnit;1;0;0;1;0;0
militaryUnit;Agent;Agent;10000;0.4;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;MilitaryPerson;Organisation;10000;0.4;MilitaryPerson;MilitaryUnit;1;0;0;0;0;1
militaryUnit;Person;Agent;10000;0.3;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;Person;Organisation;10000;0.3;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;Agent;Organisation;10000;0.3;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;MilitaryPerson;Agent;10000;0.3;MilitaryPerson;MilitaryUnit;1;0;0;0;0;1
militaryUnit;Agent;MilitaryUnit;10000;0.3;MilitaryPerson;MilitaryUnit;0;0;1;1;0;0
militaryUnit;Person;MilitaryUnit;10000;0.3;MilitaryPerson;MilitaryUnit;0;0;1;1;0;0
militaryUnit;MilitaryPerson;MilitaryUnit;10000;0.3;MilitaryPerson;MilitaryUnit;1;0;0;1;0;0
militaryUnit;Agent;Agent;10000;0.3;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;MilitaryPerson;Organisation;10000;0.3;MilitaryPerson;MilitaryUnit;1;0;0;0;0;1
militaryUnit;Person;Agent;10000;0.2;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;Person;Organisation;10000;0.2;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;Agent;Organisation;10000;0.2;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;MilitaryPerson;Agent;10000;0.2;MilitaryPerson;MilitaryUnit;1;0;0;0;0;1
militaryUnit;Agent;MilitaryUnit;10000;0.2;MilitaryPerson;MilitaryUnit;0;0;1;1;0;0
militaryUnit;Person;MilitaryUnit;10000;0.2;MilitaryPerson;MilitaryUnit;0;0;1;1;0;0
militaryUnit;MilitaryPerson;MilitaryUnit;10000;0.2;MilitaryPerson;MilitaryUnit;1;0;0;1;0;0
militaryUnit;Agent;Agent;10000;0.2;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;MilitaryPerson;Organisation;10000;0.2;MilitaryPerson;MilitaryUnit;1;0;0;0;0;1
militaryUnit;Person;Agent;10000;0.1;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;Person;Organisation;10000;0.1;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;Agent;Organisation;10000;0.1;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;MilitaryPerson;Agent;10000;0.1;MilitaryPerson;MilitaryUnit;1;0;0;0;0;1
militaryUnit;Agent;MilitaryUnit;10000;0.1;MilitaryPerson;MilitaryUnit;0;0;1;1;0;0
militaryUnit;Person;MilitaryUnit;10000;0.1;MilitaryPerson;MilitaryUnit;0;0;1;1;0;0
militaryUnit;MilitaryPerson;MilitaryUnit;10000;0.1;MilitaryPerson;MilitaryUnit;1;0;0;1;0;0
militaryUnit;Agent;Agent;10000;0.1;MilitaryPerson;MilitaryUnit;0;0;1;0;0;1
militaryUnit;MilitaryPerson;Organisation;10000;0.1;MilitaryPerson;MilitaryUnit;1;0;0;0;0;1
composer;Work;Person;10000;1.0;Work;Person;1;0;0;1;0;0
composer;Work;Agent;10000;1.0;Work;Person;1;0;0;0;0;1
composer;Work;Person;10000;0.9;Work;Person;1;0;0;1;0;0
composer;Work;Agent;10000;0.9;Work;Person;1;0;0;0;0;1
composer;Work;Person;10000;0.8;Work;Person;1;0;0;1;0;0
composer;Work;Agent;10000;0.8;Work;Person;1;0;0;0;0;1
composer;Work;Person;10000;0.7;Work;Person;1;0;0;1;0;0
composer;Work;Agent;10000;0.7;Work;Person;1;0;0;0;0;1
composer;Work;Person;10000;0.6;Work;Person;1;0;0;1;0;0
composer;Work;Agent;10000;0.6;Work;Person;1;0;0;0;0;1
composer;Work;Artist;6798;0.6;Work;Person;1;0;0;0;1;0
composer;Work;MusicalArtist;6426;0.6;Work;Person;1;0;0;0;1;0
composer;Work;Person;10000;0.5;Work;Person;1;0;0;1;0;0
composer;Work;Agent;10000;0.5;Work;Person;1;0;0;0;0;1
composer;Work;Artist;6798;0.5;Work;Person;1;0;0;0;1;0
composer;Work;MusicalArtist;6426;0.5;Work;Person;1;0;0;0;1;0
composer;TelevisionShow;Person;5843;0.5;Work;Person;0;1;0;1;0;0
composer;TelevisionShow;Agent;5843;0.5;Work;Person;0;1;0;0;0;1
composer;Work;Person;10000;0.4;Work;Person;1;0;0;1;0;0
composer;Work;Agent;10000;0.4;Work;Person;1;0;0;0;0;1
composer;Work;Artist;6798;0.4;Work;Person;1;0;0;0;1;0
composer;Work;MusicalArtist;6426;0.4;Work;Person;1;0;0;0;1;0
composer;TelevisionShow;Person;5843;0.4;Work;Person;0;1;0;1;0;0
composer;TelevisionShow;Agent;5843;0.4;Work;Person;0;1;0;0;0;1
composer;Work;Person;10000;0.3;Work;Person;1;0;0;1;0;0
composer;Work;Agent;10000;0.3;Work;Person;1;0;0;0;0;1
composer;Work;Artist;6798;0.3;Work;Person;1;0;0;0;1;0
composer;Work;MusicalArtist;6426;0.3;Work;Person;1;0;0;0;1;0
composer;TelevisionShow;Person;5843;0.3;Work;Person;0;1;0;1;0;0
composer;TelevisionShow;Agent;5843;0.3;Work;Person;0;1;0;0;0;1
composer;TelevisionShow;Artist;3590;0.3;Work;Person;0;1;0;0;1;0
composer;TelevisionShow;MusicalArtist;3297;0.3;Work;Person;0;1;0;0;1;0
composer;VideoGame;Person;3105;0.3;Work;Person;0;1;0;1;0;0
composer;Software;Person;3105;0.3;Work;Person;0;1;0;1;0;0
composer;VideoGame;Agent;3105;0.3;Work;Person;0;1;0;0;0;1
composer;Software;Agent;3105;0.3;Work;Person;0;1;0;0;0;1
composer;Work;Person;10000;0.2;Work;Person;1;0;0;1;0;0
composer;Work;Agent;10000;0.2;Work;Person;1;0;0;0;0;1
composer;Work;Artist;6798;0.2;Work;Person;1;0;0;0;1;0
composer;Work;MusicalArtist;6426;0.2;Work;Person;1;0;0;0;1;0
composer;TelevisionShow;Person;5843;0.2;Work;Person;0;1;0;1;0;0
composer;TelevisionShow;Agent;5843;0.2;Work;Person;0;1;0;0;0;1
composer;TelevisionShow;Artist;3590;0.2;Work;Person;0;1;0;0;1;0
composer;TelevisionShow;MusicalArtist;3297;0.2;Work;Person;0;1;0;0;1;0
composer;VideoGame;Person;3105;0.2;Work;Person;0;1;0;1;0;0
composer;Software;Person;3105;0.2;Work;Person;0;1;0;1;0;0
composer;VideoGame;Agent;3105;0.2;Work;Person;0;1;0;0;0;1
composer;Software;Agent;3105;0.2;Work;Person;0;1;0;0;0;1
composer;Software;Artist;2423;0.2;Work;Person;0;1;0;0;1;0
composer;VideoGame;Artist;2423;0.2;Work;Person;0;1;0;0;1;0
composer;VideoGame;MusicalArtist;2364;0.2;Work;Person;0;1;0;0;1;0
composer;Software;MusicalArtist;2364;0.2;Work;Person;0;1;0;0;1;0
composer;Work;Agent;10000;0.1;Work;Person;1;0;0;0;0;1
composer;Work;Person;10000;0.1;Work;Person;1;0;0;1;0;0
composer;Work;Artist;6798;0.1;Work;Person;1;0;0;0;1;0
composer;Work;MusicalArtist;6426;0.1;Work;Person;1;0;0;0;1;0
composer;TelevisionShow;Person;5843;0.1;Work;Person;0;1;0;1;0;0
composer;TelevisionShow;Agent;5843;0.1;Work;Person;0;1;0;0;0;1
composer;TelevisionShow;Artist;3590;0.1;Work;Person;0;1;0;0;1;0
composer;TelevisionShow;MusicalArtist;3297;0.1;Work;Person;0;1;0;0;1;0
composer;VideoGame;Person;3105;0.1;Work;Person;0;1;0;1;0;0
composer;Software;Person;3105;0.1;Work;Person;0;1;0;1;0;0
composer;VideoGame;Agent;3105;0.1;Work;Person;0;1;0;0;0;1
composer;Software;Agent;3105;0.1;Work;Person;0;1;0;0;0;1
composer;Software;Artist;2423;0.1;Work;Person;0;1;0;0;1;0
composer;VideoGame;Artist;2423;0.1;Work;Person;0;1;0;0;1;0
composer;VideoGame;MusicalArtist;2364;0.1;Work;Person;0;1;0;0;1;0
composer;Software;MusicalArtist;2364;0.1;Work;Person;0;1;0;0;1;0
composer;MusicalWork;Person;1087;0.1;Work;Person;0;1;0;1;0;0
composer;MusicalWork;Agent;1087;0.1;Work;Person;0;1;0;0;0;1
composer;Song;Person;1071;0.1;Work;Person;0;1;0;1;0;0
composer;Song;Agent;1071;0.1;Work;Person;0;1;0;0;0;1
dam;RaceHorse;Animal;450;1.0;Animal;Animal;0;1;0;1;0;0
dam;Horse;Animal;450;1.0;Animal;Animal;0;1;0;1;0;0
dam;Mammal;Species;450;1.0;Animal;Animal;0;1;0;0;0;1
dam;RaceHorse;Eukaryote;450;1.0;Animal;Animal;0;1;0;0;0;1
dam;Horse;Eukaryote;450;1.0;Animal;Animal;0;1;0;0;0;1
dam;Animal;Species;450;1.0;Animal;Animal;1;0;0;0;0;1
dam;Eukaryote;Species;450;1.0;Animal;Animal;0;0;1;0;0;1
dam;Eukaryote;Eukaryote;450;1.0;Animal;Animal;0;0;1;0;0;1
dam;Animal;Eukaryote;450;1.0;Animal;Animal;1;0;0;0;0;1
dam;Mammal;Eukaryote;450;1.0;Animal;Animal;0;1;0;0;0;1
dam;Species;Animal;450;1.0;Animal;Animal;0;0;1;1;0;0
dam;Species;Eukaryote;450;1.0;Animal;Animal;0;0;1;0;0;1
dam;RaceHorse=Horse;Animal;450;1.0;Animal;Animal;0;1;0;1;0;0
dam;Animal;Animal;450;1.0;Animal;Animal;1;0;0;1;0;0
dam;RaceHorse;Species;450;1.0;Animal;Animal;0;1;0;0;0;1
dam;Horse;Species;450;1.0;Animal;Animal;0;1;0;0;0;1
dam;Eukaryote;Animal;450;1.0;Animal;Animal;0;0;1;1;0;0
dam;Mammal;Animal;450;1.0;Animal;Animal;0;1;0;1;0;0
dam;Species;Species;450;1.0;Animal;Animal;0;0;1;0;0;1
dam;RaceHorse;Animal;450;0.9;Animal;Animal;0;1;0;1;0;0
dam;Horse;Animal;450;0.9;Animal;Animal;0;1;0;1;0;0
dam;Mammal;Species;450;0.9;Animal;Animal;0;1;0;0;0;1
dam;RaceHorse;Eukaryote;450;0.9;Animal;Animal;0;1;0;0;0;1
dam;Horse;Eukaryote;450;0.9;Animal;Animal;0;1;0;0;0;1
dam;Animal;Species;450;0.9;Animal;Animal;1;0;0;0;0;1
dam;Eukaryote;Species;450;0.9;Animal;Animal;0;0;1;0;0;1
dam;Eukaryote;Eukaryote;450;0.9;Animal;Animal;0;0;1;0;0;1
dam;Animal;Eukaryote;450;0.9;Animal;Animal;1;0;0;0;0;1
dam;Mammal;Eukaryote;450;0.9;Animal;Animal;0;1;0;0;0;1
dam;Species;Animal;450;0.9;Animal;Animal;0;0;1;1;0;0
dam;Species;Eukaryote;450;0.9;Animal;Animal;0;0;1;0;0;1
dam;Animal;Animal;450;0.9;Animal;Animal;1;0;0;1;0;0
dam;RaceHorse;Species;450;0.9;Animal;Animal;0;1;0;0;0;1
dam;Horse;Species;450;0.9;Animal;Animal;0;1;0;0;0;1
dam;Eukaryote;Animal;450;0.9;Animal;Animal;0;0;1;1;0;0
dam;Mammal;Animal;450;0.9;Animal;Animal;0;1;0;1;0;0
dam;Species;Species;450;0.9;Animal;Animal;0;0;1;0;0;1
dam;Mammal;Mammal;439;0.9;Animal;Animal;0;1;0;0;1;0
dam;Eukaryote;Mammal;439;0.9;Animal;Animal;0;0;1;0;1;0
dam;Species;Horse;439;0.9;Animal;Animal;0;0;1;0;1;0
dam;Species;Mammal;439;0.9;Animal;Animal;0;0;1;0;1;0
dam;Animal;Horse;439;0.9;Animal;Animal;1;0;0;0;1;0
dam;Eukaryote;Horse;439;0.9;Animal;Animal;0;0;1;0;1;0
dam;Animal;Mammal;439;0.9;Animal;Animal;1;0;0;0;1;0
dam;Mammal;Horse;439;0.9;Animal;Animal;0;1;0;0;1;0
dam;RaceHorse;Mammal;439;0.9;Animal;Animal;0;1;0;0;1;0
dam;Horse;Horse;439;0.9;Animal;Animal;0;1;0;0;1;0
dam;Horse;Mammal;439;0.9;Animal;Animal;0;1;0;0;1;0
dam;RaceHorse;Horse;439;0.9;Animal;Animal;0;1;0;0;1;0
dam;RaceHorse;Animal;450;0.8;Animal;Animal;0;1;0;1;0;0
dam;Horse;Animal;450;0.8;Animal;Animal;0;1;0;1;0;0
dam;Mammal;Species;450;0.8;Animal;Animal;0;1;0;0;0;1
dam;RaceHorse;Eukaryote;450;0.8;Animal;Animal;0;1;0;0;0;1
dam;Horse;Eukaryote;450;0.8;Animal;Animal;0;1;0;0;0;1
dam;Animal;Species;450;0.8;Animal;Animal;1;0;0;0;0;1
dam;Eukaryote;Species;450;0.8;Animal;Animal;0;0;1;0;0;1
dam;Eukaryote;Eukaryote;450;0.8;Animal;Animal;0;0;1;0;0;1
dam;Animal;Eukaryote;450;0.8;Animal;Animal;1;0;0;0;0;1
dam;Mammal;Eukaryote;450;0.8;Animal;Animal;0;1;0;0;0;1
dam;Species;Animal;450;0.8;Animal;Animal;0;0;1;1;0;0
dam;Species;Eukaryote;450;0.8;Animal;Animal;0;0;1;0;0;1
dam;Animal;Animal;450;0.8;Animal;Animal;1;0;0;1;0;0
dam;RaceHorse;Species;450;0.8;Animal;Animal;0;1;0;0;0;1
dam;Horse;Species;450;0.8;Animal;Animal;0;1;0;0;0;1
dam;Eukaryote;Animal;450;0.8;Animal;Animal;0;0;1;1;0;0
dam;Mammal;Animal;450;0.8;Animal;Animal;0;1;0;1;0;0
dam;Species;Species;450;0.8;Animal;Animal;0;0;1;0;0;1
dam;Mammal;Mammal;439;0.8;Animal;Animal;0;1;0;0;1;0
dam;Eukaryote;Mammal;439;0.8;Animal;Animal;0;0;1;0;1;0
dam;Species;Horse;439;0.8;Animal;Animal;0;0;1;0;1;0
dam;Species;Mammal;439;0.8;Animal;Animal;0;0;1;0;1;0
dam;Animal;Horse;439;0.8;Animal;Animal;1;0;0;0;1;0
dam;Eukaryote;Horse;439;0.8;Animal;Animal;0;0;1;0;1;0
dam;Animal;Mammal;439;0.8;Animal;Animal;1;0;0;0;1;0
dam;Mammal;Horse;439;0.8;Animal;Animal;0;1;0;0;1;0
dam;RaceHorse;Mammal;439;0.8;Animal;Animal;0;1;0;0;1;0
dam;Horse;Horse;439;0.8;Animal;Animal;0;1;0;0;1;0
dam;Horse;Mammal;439;0.8;Animal;Animal;0;1;0;0;1;0
dam;RaceHorse;Horse;439;0.8;Animal;Animal;0;1;0;0;1;0
dam;RaceHorse;Animal;450;0.7;Animal;Animal;0;1;0;1;0;0
dam;Horse;Animal;450;0.7;Animal;Animal;0;1;0;1;0;0
dam;Mammal;Species;450;0.7;Animal;Animal;0;1;0;0;0;1
dam;RaceHorse;Eukaryote;450;0.7;Animal;Animal;0;1;0;0;0;1
dam;Horse;Eukaryote;450;0.7;Animal;Animal;0;1;0;0;0;1
dam;Animal;Species;450;0.7;Animal;Animal;1;0;0;0;0;1
dam;Eukaryote;Species;450;0.7;Animal;Animal;0;0;1;0;0;1
dam;Eukaryote;Eukaryote;450;0.7;Animal;Animal;0;0;1;0;0;1
dam;Animal;Eukaryote;450;0.7;Animal;Animal;1;0;0;0;0;1
dam;Mammal;Eukaryote;450;0.7;Animal;Animal;0;1;0;0;0;1
dam;Species;Animal;450;0.7;Animal;Animal;0;0;1;1;0;0
dam;Species;Eukaryote;450;0.7;Animal;Animal;0;0;1;0;0;1
dam;Animal;Animal;450;0.7;Animal;Animal;1;0;0;1;0;0
dam;RaceHorse;Species;450;0.7;Animal;Animal;0;1;0;0;0;1
dam;Horse;Species;450;0.7;Animal;Animal;0;1;0;0;0;1
dam;Eukaryote;Animal;450;0.7;Animal;Animal;0;0;1;1;0;0
dam;Mammal;Animal;450;0.7;Animal;Animal;0;1;0;1;0;0
dam;Species;Species;450;0.7;Animal;Animal;0;0;1;0;0;1
dam;Mammal;Mammal;439;0.7;Animal;Animal;0;1;0;0;1;0
dam;Eukaryote;Mammal;439;0.7;Animal;Animal;0;0;1;0;1;0
dam;Species;Horse;439;0.7;Animal;Animal;0;0;1;0;1;0
dam;RaceHorse=Species;Horse;439;0.7;Animal;Animal;0;0;0;0;1;0
dam;Species;Mammal;439;0.7;Animal;Animal;0;0;1;0;1;0
dam;Animal;Horse;439;0.7;Animal;Animal;1;0;0;0;1;0
dam;Eukaryote;Horse;439;0.7;Animal;Animal;0;0;1;0;1;0
dam;Animal;Mammal;439;0.7;Animal;Animal;1;0;0;0;1;0
dam;Mammal;Horse;439;0.7;Animal;Animal;0;1;0;0;1;0
dam;RaceHorse;Mammal;439;0.7;Animal;Animal;0;1;0;0;1;0
dam;Animal=Horse;Mammal;439;0.7;Animal;Animal;0;1;0;0;1;0
dam;Horse;Horse;439;0.7;Animal;Animal;0;1;0;0;1;0
dam;Horse;Mammal;439;0.7;Animal;Animal;0;1;0;0;1;0
dam;RaceHorse;Horse;439;0.7;Animal;Animal;0;1;0;0;1;0
dam;RaceHorse;Animal;450;0.6;Animal;Animal;0;1;0;1;0;0
dam;Horse;Animal;450;0.6;Animal;Animal;0;1;0;1;0;0
dam;Mammal;Species;450;0.6;Animal;Animal;0;1;0;0;0;1
dam;RaceHorse;Eukaryote;450;0.6;Animal;Animal;0;1;0;0;0;1
dam;Horse;Eukaryote;450;0.6;Animal;Animal;0;1;0;0;0;1
dam;Animal;Species;450;0.6;Animal;Animal;1;0;0;0;0;1
dam;Eukaryote;Species;450;0.6;Animal;Animal;0;0;1;0;0;1
dam;Eukaryote;Eukaryote;450;0.6;Animal;Animal;0;0;1;0;0;1
dam;Animal;Eukaryote;450;0.6;Animal;Animal;1;0;0;0;0;1
dam;Mammal;Eukaryote;450;0.6;Animal;Animal;0;1;0;0;0;1
dam;Species;Animal;450;0.6;Animal;Animal;0;0;1;1;0;0
dam;Species;Eukaryote;450;0.6;Animal;Animal;0;0;1;0;0;1
dam;Animal;Animal;450;0.6;Animal;Animal;1;0;0;1;0;0
dam;RaceHorse;Species;450;0.6;Animal;Animal;0;1;0;0;0;1
dam;Horse;Species;450;0.6;Animal;Animal;0;1;0;0;0;1
dam;Eukaryote;Animal;450;0.6;Animal;Animal;0;0;1;1;0;0
dam;Mammal;Animal;450;0.6;Animal;Animal;0;1;0;1;0;0
dam;Species;Species;450;0.6;Animal;Animal;0;0;1;0;0;1
dam;Mammal;Mammal;439;0.6;Animal;Animal;0;1;0;0;1;0
dam;Eukaryote;Mammal;439;0.6;Animal;Animal;0;0;1;0;1;0
dam;Species;Horse;439;0.6;Animal;Animal;0;0;1;0;1;0
dam;Species;Mammal;439;0.6;Animal;Animal;0;0;1;0;1;0
dam;Animal;Horse;439;0.6;Animal;Animal;1;0;0;0;1;0
dam;Eukaryote;Horse;439;0.6;Animal;Animal;0;0;1;0;1;0
dam;Animal;Mammal;439;0.6;Animal;Animal;1;0;0;0;1;0
dam;Mammal;Horse;439;0.6;Animal;Animal;0;1;0;0;1;0
dam;RaceHorse;Mammal;439;0.6;Animal;Animal;0;1;0;0;1;0
dam;Horse;Horse;439;0.6;Animal;Animal;0;1;0;0;1;0
dam;Horse;Mammal;439;0.6;Animal;Animal;0;1;0;0;1;0
dam;RaceHorse;Horse;439;0.6;Animal;Animal;0;1;0;0;1;0
dam;RaceHorse;Animal;450;0.5;Animal;Animal;0;1;0;1;0;0
dam;Horse;Animal;450;0.5;Animal;Animal;0;1;0;1;0;0
dam;Mammal;Species;450;0.5;Animal;Animal;0;1;0;0;0;1
dam;RaceHorse;Eukaryote;450;0.5;Animal;Animal;0;1;0;0;0;1
dam;Horse;Eukaryote;450;0.5;Animal;Animal;0;1;0;0;0;1
dam;Animal;Species;450;0.5;Animal;Animal;1;0;0;0;0;1
dam;Eukaryote;Species;450;0.5;Animal;Animal;0;0;1;0;0;1
dam;Eukaryote;Eukaryote;450;0.5;Animal;Animal;0;0;1;0;0;1
dam;Animal;Eukaryote;450;0.5;Animal;Animal;1;0;0;0;0;1
dam;Mammal;Eukaryote;450;0.5;Animal;Animal;0;1;0;0;0;1
dam;Species;Animal;450;0.5;Animal;Animal;0;0;1;1;0;0
dam;Species;Eukaryote;450;0.5;Animal;Animal;0;0;1;0;0;1
dam;Horse=Eukaryote;Animal;450;0.5;Animal;Animal;0;0;0;1;0;0
dam;Animal;Animal;450;0.5;Animal;Animal;1;0;0;1;0;0
dam;RaceHorse;Species;450;0.5;Animal;Animal;0;1;0;0;0;1
dam;Horse;Species;450;0.5;Animal;Animal;0;1;0;0;0;1
dam;Eukaryote;Animal;450;0.5;Animal;Animal;0;0;1;1;0;0
