Property;Induced;Confidence;T;GoldStandard;Same;MoreSpecific;LessSpecific
composer;TelevisionShow;5847;0.5;Work;0;1;0
composer;Work;10000;0.4;Work;1;0;0
composer;TelevisionShow;5847;0.4;Work;0;1;0
composer;Work;10000;0.3;Work;1;0;0
composer;TelevisionShow;5847;0.3;Work;0;1;0
composer;Software;3106;0.3;Work;0;1;0
composer;VideoGame;3106;0.3;Work;0;1;0
composer;Work;10000;0.2;Work;1;0;0
composer;TelevisionShow;5847;0.2;Work;0;1;0
composer;Software;3106;0.2;Work;0;1;0
composer;VideoGame;3106;0.2;Work;0;1;0
composer;Work;10000;0.1;Work;1;0;0
composer;TelevisionShow;5847;0.1;Work;0;1;0
composer;Software;3106;0.1;Work;0;1;0
composer;VideoGame;3106;0.1;Work;0;1;0
composer;MusicalWork;1087;0.1;Work;0;1;0
composer;Song;1071;0.1;Work;0;1;0
dam;RaceHorse;450;1.0;Animal;0;1;0
dam;Eukaryote;450;1.0;Animal;0;0;1
dam;Animal;450;1.0;Animal;1;0;0
dam;Species;450;1.0;Animal;0;0;1
dam;Horse;450;1.0;Animal;0;1;0
dam;Mammal;450;1.0;Animal;0;1;0
dam;RaceHorse;450;0.9;Animal;0;1;0
dam;Eukaryote;450;0.9;Animal;0;0;1
dam;Animal;450;0.9;Animal;1;0;0
dam;Species;450;0.9;Animal;0;0;1
dam;Horse;450;0.9;Animal;0;1;0
dam;Mammal;450;0.9;Animal;0;1;0
dam;RaceHorse;450;0.8;Animal;0;1;0
dam;Eukaryote;450;0.8;Animal;0;0;1
dam;Animal;450;0.8;Animal;1;0;0
dam;Species;450;0.8;Animal;0;0;1
dam;Horse;450;0.8;Animal;0;1;0
dam;Mammal;450;0.8;Animal;0;1;0
dam;RaceHorse;450;0.7;Animal;0;1;0
dam;Eukaryote;450;0.7;Animal;0;0;1
dam;Animal;450;0.7;Animal;1;0;0
dam;Species;450;0.7;Animal;0;0;1
dam;Horse;450;0.7;Animal;0;1;0
dam;Mammal;450;0.7;Animal;0;1;0
dam;RaceHorse;450;0.6;Animal;0;1;0
dam;Eukaryote;450;0.6;Animal;0;0;1
dam;Animal;450;0.6;Animal;1;0;0
dam;Species;450;0.6;Animal;0;0;1
dam;Horse;450;0.6;Animal;0;1;0
dam;Mammal;450;0.6;Animal;0;1;0
dam;RaceHorse;450;0.5;Animal;0;1;0
dam;Eukaryote;450;0.5;Animal;0;0;1
dam;Animal;450;0.5;Animal;1;0;0
dam;Species;450;0.5;Animal;0;0;1
dam;Horse;450;0.5;Animal;0;1;0
dam;Mammal;450;0.5;Animal;0;1;0
dam;RaceHorse;450;0.4;Animal;0;1;0
dam;Eukaryote;450;0.4;Animal;0;0;1
dam;Animal;450;0.4;Animal;1;0;0
dam;Species;450;0.4;Animal;0;0;1
dam;Horse;450;0.4;Animal;0;1;0
dam;Mammal;450;0.4;Animal;0;1;0
dam;RaceHorse;450;0.3;Animal;0;1;0
dam;Eukaryote;450;0.3;Animal;0;0;1
dam;Animal;450;0.3;Animal;1;0;0
dam;Species;450;0.3;Animal;0;0;1
dam;Horse;450;0.3;Animal;0;1;0
dam;Mammal;450;0.3;Animal;0;1;0
dam;RaceHorse;450;0.2;Animal;0;1;0
dam;Eukaryote;450;0.2;Animal;0;0;1
dam;Animal;450;0.2;Animal;1;0;0
dam;Species;450;0.2;Animal;0;0;1
dam;Horse;450;0.2;Animal;0;1;0
dam;Mammal;450;0.2;Animal;0;1;0
dam;RaceHorse;450;0.1;Animal;0;1;0
dam;Eukaryote;450;0.1;Animal;0;0;1
dam;Animal;450;0.1;Animal;1;0;0
dam;Species;450;0.1;Animal;0;0;1
dam;Horse;450;0.1;Animal;0;1;0
dam;Mammal;450;0.1;Animal;0;1;0
chef;Restaurant;54;1.0;Restaurant;1;0;0
chef;ArchitecturalStructure;54;1.0;Restaurant;0;0;1
chef;Building;54;1.0;Restaurant;0;0;1
chef;Place;54;1.0;Restaurant;0;0;1
chef;Restaurant;54;0.9;Restaurant;1;0;0
chef;ArchitecturalStructure;54;0.9;Restaurant;0;0;1
chef;Building;54;0.9;Restaurant;0;0;1
chef;Place;54;0.9;Restaurant;0;0;1
chef;Restaurant;54;0.8;Restaurant;1;0;0
chef;ArchitecturalStructure;54;0.8;Restaurant;0;0;1
chef;Building;54;0.8;Restaurant;0;0;1
chef;Place;54;0.8;Restaurant;0;0;1
chef;Restaurant;54;0.7;Restaurant;1;0;0
chef;ArchitecturalStructure;54;0.7;Restaurant;0;0;1
chef;Building;54;0.7;Restaurant;0;0;1
chef;Place;54;0.7;Restaurant;0;0;1
chef;Restaurant;54;0.6;Restaurant;1;0;0
chef;ArchitecturalStructure;54;0.6;Restaurant;0;0;1
chef;Building;54;0.6;Restaurant;0;0;1
chef;Place;54;0.6;Restaurant;0;0;1
chef;Restaurant;54;0.5;Restaurant;1;0;0
chef;ArchitecturalStructure;54;0.5;Restaurant;0;0;1
chef;Building;54;0.5;Restaurant;0;0;1
chef;Place;54;0.5;Restaurant;0;0;1
chef;Restaurant;54;0.4;Restaurant;1;0;0
chef;ArchitecturalStructure;54;0.4;Restaurant;0;0;1
chef;Building;54;0.4;Restaurant;0;0;1
chef;Place;54;0.4;Restaurant;0;0;1
chef;Restaurant;54;0.3;Restaurant;1;0;0
chef;ArchitecturalStructure;54;0.3;Restaurant;0;0;1
chef;Building;54;0.3;Restaurant;0;0;1
chef;Place;54;0.3;Restaurant;0;0;1
chef;Restaurant;54;0.2;Restaurant;1;0;0
chef;ArchitecturalStructure;54;0.2;Restaurant;0;0;1
chef;Building;54;0.2;Restaurant;0;0;1
chef;Place;54;0.2;Restaurant;0;0;1
chef;Restaurant;54;0.1;Restaurant;1;0;0
chef;ArchitecturalStructure;54;0.1;Restaurant;0;0;1
chef;Building;54;0.1;Restaurant;0;0;1
chef;Place;54;0.1;Restaurant;0;0;1
launchSite;SpaceMission;509;1.0;SpaceMission;1;0;0
launchSite;Event;509;1.0;SpaceMission;0;0;1
launchSite;SocietalEvent;509;1.0;SpaceMission;0;0;1
launchSite;SpaceMission;509;0.9;SpaceMission;1;0;0
launchSite;Event;509;0.9;SpaceMission;0;0;1
launchSite;SocietalEvent;509;0.9;SpaceMission;0;0;1
launchSite;SpaceMission;509;0.8;SpaceMission;1;0;0
launchSite;Event;509;0.8;SpaceMission;0;0;1
launchSite;SocietalEvent;509;0.8;SpaceMission;0;0;1
launchSite;MeanOfTransportation;455;0.8;SpaceMission;0;0;0
launchSite;SpaceMission=MeanOfTransportation;455;0.8;SpaceMission;0;0;0
launchSite;Event=MeanOfTransportation;455;0.8;SpaceMission;0;0;0
launchSite;SocietalEvent=MeanOfTransportation;455;0.8;SpaceMission;0;0;0
launchSite;SpaceMission=Rocket;439;0.8;SpaceMission;0;0;0
launchSite;Rocket;439;0.8;SpaceMission;0;0;0
launchSite;Event=Rocket;439;0.8;SpaceMission;0;0;0
launchSite;SocietalEvent=Rocket;439;0.8;SpaceMission;0;0;0
launchSite;SpaceMission;509;0.7;SpaceMission;1;0;0
launchSite;Event;509;0.7;SpaceMission;0;0;1
launchSite;SocietalEvent;509;0.7;SpaceMission;0;0;1
launchSite;MeanOfTransportation;455;0.7;SpaceMission;0;0;0
launchSite;SpaceMission=MeanOfTransportation;455;0.7;SpaceMission;0;0;0
launchSite;Event=MeanOfTransportation;455;0.7;SpaceMission;0;0;0
launchSite;SocietalEvent=MeanOfTransportation;455;0.7;SpaceMission;0;0;0
launchSite;SpaceMission=Rocket;439;0.7;SpaceMission;0;0;0
launchSite;Rocket;439;0.7;SpaceMission;0;0;0
launchSite;Event=Rocket;439;0.7;SpaceMission;0;0;0
launchSite;SocietalEvent=Rocket;439;0.7;SpaceMission;0;0;0
launchSite;SpaceMission;509;0.6;SpaceMission;1;0;0
launchSite;Event;509;0.6;SpaceMission;0;0;1
launchSite;SocietalEvent;509;0.6;SpaceMission;0;0;1
launchSite;MeanOfTransportation;455;0.6;SpaceMission;0;0;0
launchSite;SpaceMission=MeanOfTransportation;455;0.6;SpaceMission;0;0;0
launchSite;Event=MeanOfTransportation;455;0.6;SpaceMission;0;0;0
launchSite;SocietalEvent=MeanOfTransportation;455;0.6;SpaceMission;0;0;0
launchSite;SpaceMission=Rocket;439;0.6;SpaceMission;0;0;0
launchSite;Rocket;439;0.6;SpaceMission;0;0;0
launchSite;Event=Rocket;439;0.6;SpaceMission;0;0;0
launchSite;SocietalEvent=Rocket;439;0.6;SpaceMission;0;0;0
launchSite;SpaceMission;509;0.5;SpaceMission;1;0;0
launchSite;Event;509;0.5;SpaceMission;0;0;1
launchSite;SocietalEvent;509;0.5;SpaceMission;0;0;1
launchSite;MeanOfTransportation;455;0.5;SpaceMission;0;0;0
launchSite;SpaceMission=MeanOfTransportation;455;0.5;SpaceMission;0;0;0
launchSite;Event=MeanOfTransportation;455;0.5;SpaceMission;0;0;0
launchSite;SocietalEvent=MeanOfTransportation;455;0.5;SpaceMission;0;0;0
launchSite;SpaceMission=Rocket;439;0.5;SpaceMission;0;0;0
launchSite;Rocket;439;0.5;SpaceMission;0;0;0
launchSite;Event=Rocket;439;0.5;SpaceMission;0;0;0
launchSite;SocietalEvent=Rocket;439;0.5;SpaceMission;0;0;0
launchSite;SpaceMission;509;0.4;SpaceMission;1;0;0
launchSite;Event;509;0.4;SpaceMission;0;0;1
launchSite;SocietalEvent;509;0.4;SpaceMission;0;0;1
launchSite;MeanOfTransportation;455;0.4;SpaceMission;0;0;0
launchSite;SpaceMission=MeanOfTransportation;455;0.4;SpaceMission;0;0;0
launchSite;Event=MeanOfTransportation;455;0.4;SpaceMission;0;0;0
launchSite;SocietalEvent=MeanOfTransportation;455;0.4;SpaceMission;0;0;0
launchSite;SpaceMission=Rocket;439;0.4;SpaceMission;0;0;0
launchSite;Rocket;439;0.4;SpaceMission;0;0;0
launchSite;Event=Rocket;439;0.4;SpaceMission;0;0;0
launchSite;SocietalEvent=Rocket;439;0.4;SpaceMission;0;0;0
launchSite;SpaceMission;509;0.3;SpaceMission;1;0;0
launchSite;Event;509;0.3;SpaceMission;0;0;1
launchSite;SocietalEvent;509;0.3;SpaceMission;0;0;1
launchSite;MeanOfTransportation;455;0.3;SpaceMission;0;0;0
launchSite;SpaceMission=MeanOfTransportation;455;0.3;SpaceMission;0;0;0
launchSite;Event=MeanOfTransportation;455;0.3;SpaceMission;0;0;0
launchSite;SocietalEvent=MeanOfTransportation;455;0.3;SpaceMission;0;0;0
launchSite;SpaceMission=Rocket;439;0.3;SpaceMission;0;0;0
launchSite;Rocket;439;0.3;SpaceMission;0;0;0
launchSite;Event=Rocket;439;0.3;SpaceMission;0;0;0
launchSite;SocietalEvent=Rocket;439;0.3;SpaceMission;0;0;0
launchSite;SpaceMission;509;0.2;SpaceMission;1;0;0
launchSite;Event;509;0.2;SpaceMission;0;0;1
launchSite;SocietalEvent;509;0.2;SpaceMission;0;0;1
launchSite;MeanOfTransportation;455;0.2;SpaceMission;0;0;0
launchSite;SpaceMission=MeanOfTransportation;455;0.2;SpaceMission;0;0;0
launchSite;Event=MeanOfTransportation;455;0.2;SpaceMission;0;0;0
launchSite;SocietalEvent=MeanOfTransportation;455;0.2;SpaceMission;0;0;0
launchSite;SpaceMission=Rocket;439;0.2;SpaceMission;0;0;0
launchSite;Rocket;439;0.2;SpaceMission;0;0;0
launchSite;Event=Rocket;439;0.2;SpaceMission;0;0;0
launchSite;SocietalEvent=Rocket;439;0.2;SpaceMission;0;0;0
launchSite;SpaceMission;509;0.1;SpaceMission;1;0;0
launchSite;SocietalEvent;509;0.1;SpaceMission;0;0;1
launchSite;Event;509;0.1;SpaceMission;0;0;1
launchSite;SocietalEvent=MeanOfTransportation;455;0.1;SpaceMission;0;0;0
launchSite;Event=MeanOfTransportation;455;0.1;SpaceMission;0;0;0
launchSite;MeanOfTransportation;455;0.1;SpaceMission;0;0;0
launchSite;SpaceMission=MeanOfTransportation;455;0.1;SpaceMission;0;0;0
launchSite;SpaceMission=Rocket;439;0.1;SpaceMission;0;0;0
launchSite;Rocket;439;0.1;SpaceMission;0;0;0
launchSite;SocietalEvent=Rocket;439;0.1;SpaceMission;0;0;0
launchSite;Event=Rocket;439;0.1;SpaceMission;0;0;0
launchSite;Place;82;0.1;SpaceMission;0;0;0
launchSite;SpaceMission=Place;82;0.1;SpaceMission;0;0;0
launchSite;Event=Place;82;0.1;SpaceMission;0;0;0
launchSite;SocietalEvent=Place;82;0.1;SpaceMission;0;0;0
launchSite;ArchitecturalStructure;71;0.1;SpaceMission;0;0;0
launchSite;ArchitecturalStructure=Event;71;0.1;SpaceMission;0;0;0
launchSite;ArchitecturalStructure=Event=SocietalEvent;71;0.1;SpaceMission;0;0;0
launchSite;Infrastructure=Event=SocietalEvent;71;0.1;SpaceMission;0;0;0
launchSite;ArchitecturalStructure=SpaceMission;71;0.1;SpaceMission;0;0;0
launchSite;ArchitecturalStructure=SpaceMission=SocietalEvent;71;0.1;SpaceMission;0;0;0
launchSite;Infrastructure;71;0.1;SpaceMission;0;0;0
launchSite;Infrastructure=Event;71;0.1;SpaceMission;0;0;0
launchSite;Infrastructure=SpaceMission;71;0.1;SpaceMission;0;0;0
launchSite;Infrastructure=SpaceMission=SocietalEvent;71;0.1;SpaceMission;0;0;0
launchSite;Infrastructure=SocietalEvent;71;0.1;SpaceMission;0;0;0
launchSite;ArchitecturalStructure=SocietalEvent;71;0.1;SpaceMission;0;0;0
launchSite;LaunchPad=SpaceMission=SocietalEvent;70;0.1;SpaceMission;0;0;0
launchSite;LaunchPad=SpaceMission;70;0.1;SpaceMission;0;0;0
launchSite;LaunchPad=Event;70;0.1;SpaceMission;0;0;0
launchSite;LaunchPad=SocietalEvent;70;0.1;SpaceMission;0;0;0
launchSite;LaunchPad=Event=SocietalEvent;70;0.1;SpaceMission;0;0;0
launchSite;LaunchPad;70;0.1;SpaceMission;0;0;0
nationality;Agent;10000;1.0;Person;0;0;1
nationality;Person;10000;1.0;Person;1;0;0
nationality;Agent;10000;0.9;Person;0;0;1
nationality;Person;10000;0.9;Person;1;0;0
nationality;Agent;10000;0.8;Person;0;0;1
nationality;Person;10000;0.8;Person;1;0;0
nationality;Agent;10000;0.7;Person;0;0;1
nationality;Person;10000;0.7;Person;1;0;0
nationality;Agent;10000;0.6;Person;0;0;1
nationality;Person;10000;0.6;Person;1;0;0
nationality;Agent;10000;0.5;Person;0;0;1
nationality;Person;10000;0.5;Person;1;0;0
nationality;Agent;10000;0.4;Person;0;0;1
nationality;Person;10000;0.4;Person;1;0;0
nationality;Agent;10000;0.3;Person;0;0;1
nationality;Person;10000;0.3;Person;1;0;0
nationality;Agent;10000;0.2;Person;0;0;1
nationality;Person;10000;0.2;Person;1;0;0
nationality;Athlete;2466;0.2;Person;0;1;0
nationality;Agent;10000;0.1;Person;0;0;1
nationality;Person;10000;0.1;Person;1;0;0
nationality;Athlete;2466;0.1;Person;0;1;0
nationality;Scientist;1252;0.1;Person;0;1;0
champion;Tournament;1349;1.0;SportsEvent;0;1;0
champion;SportsEvent;1349;1.0;SportsEvent;1;0;0
champion;GolfTournament;1349;1.0;SportsEvent;0;1;0
champion;Event;1349;1.0;SportsEvent;0;0;1
champion;SocietalEvent;1349;1.0;SportsEvent;0;0;1
champion;Tournament;1349;0.9;SportsEvent;0;1;0
champion;SportsEvent;1349;0.9;SportsEvent;1;0;0
champion;GolfTournament;1349;0.9;SportsEvent;0;1;0
champion;Event;1349;0.9;SportsEvent;0;0;1
champion;SocietalEvent;1349;0.9;SportsEvent;0;0;1
champion;Tournament;1349;0.8;SportsEvent;0;1;0
champion;SportsEvent;1349;0.8;SportsEvent;1;0;0
champion;GolfTournament;1349;0.8;SportsEvent;0;1;0
champion;Event;1349;0.8;SportsEvent;0;0;1
champion;SocietalEvent;1349;0.8;SportsEvent;0;0;1
champion;Tournament;1349;0.7;SportsEvent;0;1;0
champion;SportsEvent;1349;0.7;SportsEvent;1;0;0
champion;GolfTournament;1349;0.7;SportsEvent;0;1;0
champion;Event;1349;0.7;SportsEvent;0;0;1
champion;SocietalEvent;1349;0.7;SportsEvent;0;0;1
champion;Tournament;1349;0.6;SportsEvent;0;1;0
champion;SportsEvent;1349;0.6;SportsEvent;1;0;0
champion;GolfTournament;1349;0.6;SportsEvent;0;1;0
champion;Event;1349;0.6;SportsEvent;0;0;1
champion;SocietalEvent;1349;0.6;SportsEvent;0;0;1
champion;Tournament;1349;0.5;SportsEvent;0;1;0
champion;SportsEvent;1349;0.5;SportsEvent;1;0;0
champion;GolfTournament;1349;0.5;SportsEvent;0;1;0
champion;Event;1349;0.5;SportsEvent;0;0;1
champion;SocietalEvent;1349;0.5;SportsEvent;0;0;1
champion;Tournament;1349;0.4;SportsEvent;0;1;0
champion;SportsEvent;1349;0.4;SportsEvent;1;0;0
champion;GolfTournament;1349;0.4;SportsEvent;0;1;0
champion;Event;1349;0.4;SportsEvent;0;0;1
champion;SocietalEvent;1349;0.4;SportsEvent;0;0;1
champion;Tournament;1349;0.3;SportsEvent;0;1;0
champion;SportsEvent;1349;0.3;SportsEvent;1;0;0
champion;GolfTournament;1349;0.3;SportsEvent;0;1;0
champion;Event;1349;0.3;SportsEvent;0;0;1
champion;SocietalEvent;1349;0.3;SportsEvent;0;0;1
champion;Tournament;1349;0.2;SportsEvent;0;1;0
champion;SportsEvent;1349;0.2;SportsEvent;1;0;0
champion;GolfTournament;1349;0.2;SportsEvent;0;1;0
champion;Event;1349;0.2;SportsEvent;0;0;1
champion;SocietalEvent;1349;0.2;SportsEvent;0;0;1
champion;Tournament;1349;0.1;SportsEvent;0;1;0
champion;SportsEvent;1349;0.1;SportsEvent;1;0;0
champion;GolfTournament;1349;0.1;SportsEvent;0;1;0
champion;Event;1349;0.1;SportsEvent;0;0;1
champion;SocietalEvent;1349;0.1;SportsEvent;0;0;1
leftTributary;BodyOfWater;4881;1.0;River;0;0;1
leftTributary;NaturalPlace;4881;1.0;River;0;0;1
leftTributary;River;4881;1.0;River;1;0;0
leftTributary;Stream;4881;1.0;River;0;0;1
leftTributary;Place;4881;1.0;River;0;0;1
leftTributary;BodyOfWater;4881;0.9;River;0;0;1
leftTributary;NaturalPlace;4881;0.9;River;0;0;1
leftTributary;River;4881;0.9;River;1;0;0
leftTributary;Stream;4881;0.9;River;0;0;1
leftTributary;Place;4881;0.9;River;0;0;1
leftTributary;BodyOfWater;4881;0.8;River;0;0;1
leftTributary;NaturalPlace;4881;0.8;River;0;0;1
leftTributary;River;4881;0.8;River;1;0;0
leftTributary;Stream;4881;0.8;River;0;0;1
leftTributary;Place;4881;0.8;River;0;0;1
leftTributary;BodyOfWater;4881;0.7;River;0;0;1
leftTributary;NaturalPlace;4881;0.7;River;0;0;1
leftTributary;River;4881;0.7;River;1;0;0
leftTributary;Stream;4881;0.7;River;0;0;1
leftTributary;Place;4881;0.7;River;0;0;1
leftTributary;BodyOfWater;4881;0.6;River;0;0;1
leftTributary;NaturalPlace;4881;0.6;River;0;0;1
leftTributary;River;4881;0.6;River;1;0;0
leftTributary;Stream;4881;0.6;River;0;0;1
leftTributary;Place;4881;0.6;River;0;0;1
leftTributary;BodyOfWater;4881;0.5;River;0;0;1
leftTributary;NaturalPlace;4881;0.5;River;0;0;1
leftTributary;River;4881;0.5;River;1;0;0
leftTributary;Stream;4881;0.5;River;0;0;1
leftTributary;Place;4881;0.5;River;0;0;1
leftTributary;BodyOfWater;4881;0.4;River;0;0;1
leftTributary;NaturalPlace;4881;0.4;River;0;0;1
leftTributary;River;4881;0.4;River;1;0;0
leftTributary;Stream;4881;0.4;River;0;0;1
leftTributary;Place;4881;0.4;River;0;0;1
leftTributary;BodyOfWater;4881;0.3;River;0;0;1
leftTributary;NaturalPlace;4881;0.3;River;0;0;1
leftTributary;River;4881;0.3;River;1;0;0
leftTributary;Stream;4881;0.3;River;0;0;1
leftTributary;Place;4881;0.3;River;0;0;1
leftTributary;BodyOfWater;4881;0.2;River;0;0;1
leftTributary;NaturalPlace;4881;0.2;River;0;0;1
leftTributary;River;4881;0.2;River;1;0;0
leftTributary;Stream;4881;0.2;River;0;0;1
leftTributary;Place;4881;0.2;River;0;0;1
leftTributary;BodyOfWater;4881;0.1;River;0;0;1
leftTributary;NaturalPlace;4881;0.1;River;0;0;1
leftTributary;River;4881;0.1;River;1;0;0
leftTributary;Stream;4881;0.1;River;0;0;1
leftTributary;Place;4881;0.1;River;0;0;1
writer;Work;10000;1.0;Work;1;0;0
writer;Work;10000;0.9;Work;1;0;0
writer;Work;10000;0.8;Work;1;0;0
writer;Work;10000;0.7;Work;1;0;0
writer;Work;10000;0.6;Work;1;0;0
writer;Work;10000;0.5;Work;1;0;0
writer;Film;5442;0.5;Work;0;1;0
writer;Wikidata:Q11424=Work;5435;0.5;Work;0;0;0
writer;Film=Wikidata:Q11424;5435;0.5;Work;0;0;0
writer;Wikidata:Q11424;5435;0.5;Work;0;0;0
writer;Work;10000;0.4;Work;1;0;0
writer;Film;5442;0.4;Work;0;1;0
writer;Wikidata:Q11424=Work;5435;0.4;Work;0;0;0
writer;Film=Wikidata:Q11424;5435;0.4;Work;0;0;0
writer;Wikidata:Q11424;5435;0.4;Work;0;0;0
writer;Work;10000;0.3;Work;1;0;0
writer;Film;5442;0.3;Work;0;1;0
writer;Wikidata:Q11424=Work;5435;0.3;Work;0;0;0
writer;Film=Wikidata:Q11424;5435;0.3;Work;0;0;0
writer;Wikidata:Q11424;5435;0.3;Work;0;0;0
writer;MusicalWork;3838;0.3;Work;0;1;0
writer;Single;3684;0.3;Work;0;1;0
writer;Work;10000;0.2;Work;1;0;0
writer;Film;5442;0.2;Work;0;1;0
writer;Wikidata:Q11424=Work;5435;0.2;Work;0;0;0
writer;Film=Wikidata:Q11424;5435;0.2;Work;0;0;0
writer;Wikidata:Q11424;5435;0.2;Work;0;0;0
writer;MusicalWork;3838;0.2;Work;0;1;0
writer;Single;3684;0.2;Work;0;1;0
writer;Work;10000;0.1;Work;1;0;0
writer;Film;5442;0.1;Work;0;1;0
writer;Wikidata:Q11424=Work;5435;0.1;Work;0;0;0
writer;Film=Wikidata:Q11424;5435;0.1;Work;0;0;0
writer;Wikidata:Q11424;5435;0.1;Work;0;0;0
writer;MusicalWork;3838;0.1;Work;0;1;0
writer;Single;3684;0.1;Work;0;1;0
aircraftInterceptor;Agent;48;1.0;MilitaryUnit;0;0;1
aircraftInterceptor;MilitaryUnit;48;1.0;MilitaryUnit;1;0;0
aircraftInterceptor;Organisation;48;1.0;MilitaryUnit;0;0;1
aircraftInterceptor;Agent;48;0.9;MilitaryUnit;0;0;1
aircraftInterceptor;MilitaryUnit;48;0.9;MilitaryUnit;1;0;0
aircraftInterceptor;Organisation;48;0.9;MilitaryUnit;0;0;1
aircraftInterceptor;Agent;48;0.8;MilitaryUnit;0;0;1
aircraftInterceptor;MilitaryUnit;48;0.8;MilitaryUnit;1;0;0
aircraftInterceptor;Organisation;48;0.8;MilitaryUnit;0;0;1
aircraftInterceptor;Agent;48;0.7;MilitaryUnit;0;0;1
aircraftInterceptor;MilitaryUnit;48;0.7;MilitaryUnit;1;0;0
aircraftInterceptor;Organisation;48;0.7;MilitaryUnit;0;0;1
aircraftInterceptor;Agent;48;0.6;MilitaryUnit;0;0;1
aircraftInterceptor;MilitaryUnit;48;0.6;MilitaryUnit;1;0;0
aircraftInterceptor;Organisation;48;0.6;MilitaryUnit;0;0;1
aircraftInterceptor;Agent;48;0.5;MilitaryUnit;0;0;1
aircraftInterceptor;MilitaryUnit;48;0.5;MilitaryUnit;1;0;0
aircraftInterceptor;Organisation;48;0.5;MilitaryUnit;0;0;1
aircraftInterceptor;Agent;48;0.4;MilitaryUnit;0;0;1
aircraftInterceptor;MilitaryUnit;48;0.4;MilitaryUnit;1;0;0
aircraftInterceptor;Organisation;48;0.4;MilitaryUnit;0;0;1
aircraftInterceptor;Agent;48;0.3;MilitaryUnit;0;0;1
aircraftInterceptor;MilitaryUnit;48;0.3;MilitaryUnit;1;0;0
aircraftInterceptor;Organisation;48;0.3;MilitaryUnit;0;0;1
aircraftInterceptor;Agent;48;0.2;MilitaryUnit;0;0;1
aircraftInterceptor;MilitaryUnit;48;0.2;MilitaryUnit;1;0;0
aircraftInterceptor;Organisation;48;0.2;MilitaryUnit;0;0;1
aircraftInterceptor;Agent;48;0.1;MilitaryUnit;0;0;1
aircraftInterceptor;MilitaryUnit;48;0.1;MilitaryUnit;1;0;0
aircraftInterceptor;Organisation;48;0.1;MilitaryUnit;0;0;1
retiredRocket;YearInSpaceflight;127;1.0;YearInSpaceflight;1;0;0
retiredRocket;TimePeriod;127;1.0;YearInSpaceflight;0;0;1
retiredRocket;YearInSpaceflight;127;0.9;YearInSpaceflight;1;0;0
retiredRocket;TimePeriod;127;0.9;YearInSpaceflight;0;0;1
retiredRocket;YearInSpaceflight;127;0.8;YearInSpaceflight;1;0;0
retiredRocket;TimePeriod;127;0.8;YearInSpaceflight;0;0;1
retiredRocket;YearInSpaceflight;127;0.7;YearInSpaceflight;1;0;0
retiredRocket;TimePeriod;127;0.7;YearInSpaceflight;0;0;1
retiredRocket;YearInSpaceflight;127;0.6;YearInSpaceflight;1;0;0
retiredRocket;TimePeriod;127;0.6;YearInSpaceflight;0;0;1
retiredRocket;YearInSpaceflight;127;0.5;YearInSpaceflight;1;0;0
